num_hours,date,name,counts
2,2024-04-25,Herro,12689.0
1,2024-04-25,De Zerbi,12126.0
4,2024-04-25,#Survivor,10829.0
3,2024-04-25,#MeToo,10255.0
1,2024-04-25,Go Bills,10120.0
1,2024-04-25,Spoelstra,9263.0
1,2024-04-25,49ers,9246.0
4,2024-04-25,$MSFT,9230.0
3,2024-04-25,JJ McCarthy,9132.0
1,2024-04-25,Clutch Player of the Year,9065.0
2,2024-04-25,$EMO,8704.0
5,2024-04-25,Marchand,8685.0
4,2024-04-25,Velma,8684.0
1,2024-04-25,Winning Time,8612.0
4,2024-04-25,#MHA421,8416.0
3,2024-04-25,#Survivor46,8392.0
6,2024-04-25,Jack Perry,8278.0
1,2024-04-25,Christina Bobb,7757.0
4,2024-04-25,Caleb Martin,7653.0
2,2024-04-25,Chapman,7645.0
6,2024-04-25,Charli,7610.0
3,2024-04-25,$GOOGL,7489.0
6,2024-04-25,Porzingis,6688.0
4,2024-04-25,Jrue,6420.0
4,2024-04-25,Jeezy,6160.0
3,2024-04-25,$BCCOIN,6146.0
3,2024-04-25,Jaylen Brown,6013.0
1,2024-04-25,Hendrickson,5628.0
2,2024-04-25,#Chucky,5536.0
1,2024-04-25,11 TRACKS,5466.0
1,2024-04-25,#HEATCulture,5458.0
3,2024-04-25,Deebo,5458.0
1,2024-04-25,Kenzie,5055.0
1,2024-04-25,#ThursdayThoughts,4760.0
5,2024-04-25,#RaiseHail,4688.0
1,2024-04-25,#NHLBruins,4617.0
4,2024-04-25,troye,4402.0
1,2024-04-25,Latham,4036.0
2,2024-04-25,#thursdaymorning,3735.0
1,2024-04-25,Roddy,3627.0
5,2024-04-25,#GoKingsGo,3556.0
3,2024-04-25,#ThunderUp,3528.0
3,2024-04-25,Pete Crow,3183.0
1,2024-04-25,Jovic,3096.0
5,2024-04-25,Kopitar,3053.0
1,2024-04-25,#VegasBorn,2977.0
2,2024-04-25,Shad Khan,2809.0
1,2024-04-25,Q1 GDP,2631.0
4,2024-04-25,Brandon Ingram,2441.0
2,2024-04-25,Talbot,1953.0
2,2024-04-25,$PULSR,1849.0
2,2024-04-25,Blizzcon,1838.0
1,2024-04-25,#TOTORO,1803.0
1,2024-04-25,Nick Saban,1688.0
2,2024-04-25,#bucciovertimechallenge,1680.0
1,2024-04-25,$pulsr,1640.0
1,2024-04-25,Happy NFL,1567.0
1,2024-04-25,#GoFins,1540.0
1,2024-04-25,Cam Newton,1248.0
14,2024-03-29,YA YA,2614494.0
1,2024-03-29,Ya Ya,2334172.0
17,2024-03-29,Beyoncé,1070206.0
15,2024-03-29,#COWBOYCARTER,513039.0
15,2024-03-29,Good Friday,468532.0
3,2024-03-29,Cowboy Carter,248855.0
17,2024-03-29,Jolene,202941.0
1,2024-03-29,Clinton,198869.0
1,2024-03-29,NYPD,191625.0
2,2024-03-29,#CowboyCarter,155478.0
7,2024-03-29,hobi,154699.0
2,2024-03-29,#OpeningDay,136117.0
13,2024-03-29,Happy Easter,132067.0
2,2024-03-29,Yankees,97113.0
3,2024-03-29,Rangers,90316.0
4,2024-03-29,II Most Wanted,88768.0
1,2024-03-29,Dolly,86347.0
11,2024-03-29,II MOST WANTED,79395.0
3,2024-03-29,$SHIV,76047.0
5,2024-03-29,Arizona,63923.0
1,2024-03-29,Dodgers,63495.0
8,2024-03-29,Louis Gossett Jr.,58725.0
2,2024-03-29,#SKZ_4TH_FANMEETING,54716.0
1,2024-03-29,#SKZS_MAGIC_SCHOOL,52818.0
9,2024-03-29,Bama,51653.0
2,2024-03-29,Jets,50184.0
9,2024-03-29,Bodyguard,47348.0
1,2024-03-29,Hochul,46806.0
3,2024-03-29,Soto,43841.0
3,2024-03-29,Mets,43030.0
5,2024-03-29,Phillies,42850.0
2,2024-03-29,Braves,40027.0
2,2024-03-29,Viernes Santo,39869.0
4,2024-03-29,Cubs,39289.0
1,2024-03-29,Tigers,39170.0
8,2024-03-29,Clemson,39070.0
2,2024-03-29,Astros,37367.0
6,2024-03-29,Tyrant,31397.0
3,2024-03-29,Celtics,29722.0
5,2024-03-29,UConn,27088.0
4,2024-03-29,Just For Fun,24271.0
1,2024-03-29,Nestor,24046.0
9,2024-03-29,16 Carriages,22992.0
2,2024-03-29,$BRETT,22140.0
1,2024-03-29,#actii,21957.0
3,2024-03-29,Hawks,21925.0
1,2024-03-29,#RepBX,21574.0
6,2024-03-29,Elite 8,19942.0
5,2024-03-29,My Rose,19006.0
10,2024-03-29,Levii's Jeans,18496.0
1,2024-03-29,Indiana,18405.0
8,2024-03-29,#FursuitFriday,18291.0
1,2024-03-29,#murderdrones,18087.0
4,2024-03-29,Huff,17971.0
2,2024-03-29,#DragRaceUK,16789.0
2,2024-03-29,Dbacks,16404.0
3,2024-03-29,$MEW,16127.0
4,2024-03-29,Reddick,16039.0
1,2024-03-29,AMERIICAN REQUIEM,15980.0
